caltech,526954476301582337,1414470712000,36.094301,-115.175883
caltech,526851151996932096,1414446077000,37.87580023,-122.25795577
caltech,526488388161908737,1414359588000,34.13709521,-118.12514814
caltech,526486807631106048,1414359211000,34.13709521,-118.12514814
caltech,526431494332358656,1414346023000,47.52547997,-122.39127696
caltech,526175795257958400,1414285060000,47.52540011,-122.39121774
caltech,525874076921778176,1414213124000,40.0114618,-105.2843329
caltech,525826372149579776,1414201751000,36.07736376,-79.82104361
caltech,525801632291098624,1414195852000,37.87108992,-122.26955247
caltech,525800090729209858,1414195485000,37.87114501,-122.2696486
caltech,525792979298963458,1414193789000,34.13791822,-118.11932069
caltech,525708496935723008,1414173647000,34.20104321,-118.17320488
caltech,525695698537168897,1414170596000,34.19977225,-118.17477954
caltech,525689303507034112,1414169071000,47.703384,-116.7822115
caltech,525416694437912577,1414104076000,34.1338581,-118.12744457
caltech,525326556710047744,1414082585000,34.14436196,-118.14524989
caltech,525319311209287680,1414080858000,34.14410749,-118.14530731
caltech,525130235218784256,1414035779000,43.1093658,-124.4141771
caltech,525008021471387648,1414006641000,43.66768647,-79.41710632
caltech,524777260025257985,1413951623000,37.34818087,-121.93789234
caltech,524653869323001856,1413922204000,34.134173,-118.12707323
caltech,524648701110005760,1413920972000,34.13412458,-118.1261404
caltech,524610837495832576,1413911945000,34.133851,-118.126189
caltech,524609621617803265,1413911655000,34.1337369,-118.12595026
