sloan,527263865344905219,1414544476000,40.0340224,-86.1498675
sloan,527263743097724928,1414544447000,40.0340224,-86.1498675
sloan,527263629062975488,1414544419000,40.0339521,-86.1498637
sloan,527263527099449344,1414544395000,40.0339521,-86.1498637
sloan,527263411076624384,1414544367000,40.0339606,-86.1498136
sloan,527263287860555776,1414544338000,40.0339606,-86.1498136
sloan,527263186165436416,1414544314000,40.0339138,-86.1498382
sloan,527263036504301568,1414544278000,40.0339138,-86.1498382
sloan,527262924717690880,1414544251000,40.0339759,-86.1499237
sloan,527262261002649600,1414544093000,45.26523372,-75.94551712
sloan,527260396823269377,1414543649000,40.03393,-86.1499183
sloan,527260254569246720,1414543615000,40.0338827,-86.1498618
sloan,527260063422246912,1414543569000,40.0339354,-86.1498742
sloan,527259835394719744,1414543515000,40.0339354,-86.1498742
sloan,527259710198919168,1414543485000,40.0339152,-86.1498562
sloan,527259582679490560,1414543455000,40.0339152,-86.1498562
sloan,527259438726774785,1414543420000,40.0338486,-86.149884
sloan,527259287438229505,1414543384000,40.0338533,-86.1498835
sloan,527259150112555008,1414543352000,40.0339054,-86.1498776
sloan,527258976250232833,1414543310000,40.0338835,-86.1498759
sloan,527258814018781184,1414543271000,40.0338835,-86.1498759
sloan,527258666140180480,1414543236000,40.0339124,-86.1498923
sloan,527258534720065536,1414543205000,40.0339164,-86.1498783
sloan,527258363567304704,1414543164000,40.0339231,-86.1498547
sloan,527258168184033281,1414543117000,40.0339471,-86.1499333
sloan,527251869241196546,1414541616000,40.0339275,-86.1499569
sloan,527244988858765313,1414539975000,40.0338752,-86.1498556
sloan,527244335788871680,1414539820000,40.0339347,-86.1498881
sloan,527244232638365696,1414539795000,40.0339347,-86.1498881
sloan,527243864483315712,1414539707000,40.0339325,-86.1498602
sloan,527243770765799424,1414539685000,40.0339325,-86.1498602
sloan,527243412601573376,1414539599000,40.033964,-86.1499393
sloan,527243110632685568,1414539527000,40.0339549,-86.149933
sloan,527242020575010820,1414539268000,42.38002733,-74.06933388
sloan,527237281510608898,1414538138000,34.0577796,-117.75527771
sloan,527233845385764864,1414537318000,45.26526193,-75.94568392
sloan,527233461661499392,1414537227000,45.26520032,-75.94546482
sloan,527230322476199936,1414536479000,45.262379,-122.694633
sloan,527217578218110977,1414533440000,36.5294683,-86.01422927
sloan,527207603848228865,1414531062000,35.92553123,-86.79654714
sloan,527199173868027904,1414529052000,47.66746864,-122.36118847
sloan,527197212208795648,1414528584000,45.26524344,-75.94551964
sloan,527191558228287488,1414527236000,36.07655552,-87.01956371
sloan,527187728308637699,1414526323000,45.18620702,-75.82751537
sloan,527184806267064320,1414525627000,53.75305653,-0.2628847
sloan,527170752655917057,1414522276000,28.36582479,-81.55905139
sloan,527170680584798208,1414522259000,42.72442753,-83.36692368
sloan,527169389360349185,1414521951000,43.01823854,-83.68640699
sloan,527158082984759296,1414519255000,42.6445806,-83.22295502
sloan,527154860379340801,1414518487000,39.1827734,-86.5285851
sloan,527147781496926208,1414516799000,40.10913315,-104.93682012
sloan,527122071042523136,1414510669000,39.74453428,-105.04064754
sloan,527111225059332096,1414508083000,40.74938447,-73.97525206
sloan,527103783252537345,1414506309000,45.18614596,-75.82703139
sloan,527099418827587585,1414505269000,36.04323873,-79.96317981
sloan,527086974130483201,1414502302000,50.46517978,-3.52362759
sloan,527081663533441024,1414501035000,47.7067093,-122.2101987
sloan,527081568008171520,1414501013000,34.26732635,-88.40930939
sloan,527079100964700160,1414500424000,40.76415518,-73.95575608
sloan,527056517481385984,1414495040000,53.5867817,-2.1592899
sloan,527031648995774464,1414489111000,53.54156713,-2.10314084
sloan,527009323621560320,1414483788000,45.26524457,-75.94546532
sloan,526970878295560192,1414474622000,43.71645261,-87.83957243
sloan,526953091783200769,1414470382000,40.74552624,-73.97172804
sloan,526952799976685569,1414470312000,42.9825,-81.254
sloan,526945453879742465,1414468561000,28.3672004,-81.5601742
sloan,526926973881581569,1414464155000,30.81524053,-84.20791004
sloan,526924614401003520,1414463592000,42.13609543,-87.97919678
sloan,526922776427630592,1414463154000,42.9975978,-78.8310763
sloan,526919995398557696,1414462491000,38.04097648,-84.56040636
sloan,526918813388775425,1414462209000,42.72439497,-83.36690163
sloan,526916957207941121,1414461766000,33.1919704,-96.99681803
sloan,526907847595278336,1414459595000,39.73254135,-86.05111539
sloan,526895321482526720,1414456608000,34.68028862,-87.63907746
sloan,526890191076614145,1414455385000,32.938802,-97.077604
sloan,526889155838898177,1414455138000,45.26534759,-75.94538184
sloan,526887122796441600,1414454653000,32.938802,-97.077604
sloan,526872446767759360,1414451154000,55.93925419,-3.17660543
sloan,526863278148837376,1414448968000,41.28933988,-96.12865022
sloan,526861213268213761,1414448476000,39.32524929,-82.10043509
sloan,526858688381091843,1414447874000,45.26864363,-75.94180316
sloan,526853045020532736,1414446529000,53.53771779,-2.06055162
sloan,526851416363896833,1414446140000,42.6445309,-83.22293356
